id,name,kategorie,autor,version,aktualisiert,eingestellt
19000318,Steuerung Dreambox Enimga2,HS-Webabfragen,Winfried Winkler (Winni),V 0.8,2023-02-06 12:05:08,2016-11-21 00:55:38
19002272,Alexa Textnachricht (Benachrichtigung),Kommunikation,Benjamin Bretz (benji),V 0.1,2023-02-05 18:22:03,2023-01-06 15:17:53
19002243,Alexa AVS Reloaded,Webservice,Nima Ghassemi (sipiyou),V 1.63,2023-01-27 22:15:24,2022-01-21 22:22:35
19001493,Wenn-Dann-Vergleich 10-Fach mit STRPOS,Vergleicher,Ben (stonie2oo4),V 0.1,2023-01-06 09:08:18,2020-02-17 20:48:12
19000749,PiHole Stats,Webservice,Martin Ziegler (Brick),V 0.32,2023-01-05 20:27:03,2017-03-03 10:41:56
19002120,Abfrage der aWattar Strompreise,Weitere Bausteine,Manfred (nullo83),V 1.0,2022-12-27 14:50:42,2020-03-02 20:33:47
19000527,Pollenflugprognose,Wetter,Michael Werski (wintermute),V 0.2,2022-12-21 16:13:04,2017-04-06 13:19:06
19002347,MercedesMe BYOCAR Abfrage,HS-Webabfragen,Winfried Winkler (Winni),V 0.4,2022-12-21 14:53:39,2022-12-14 20:59:12
19000063,1/0 wird on/off,Textfunktionen,Hartmut  (Hartmut),V 1,2022-12-06 15:41:43,2022-12-06 15:23:42
19001428,Börsenkurse  onvista für Archiv,HS-Webabfragen,Winfried Winkler (Winni),V 0.3,2022-12-03 19:51:12,2019-10-26 19:09:08
19001347,SonnenBatterie API,Datenaustausch,Tobi (JonDonSponky),V 0.2,2022-11-20 23:15:39,2022-11-06 22:59:15
19001342,Stiebel Eltron WPF cool mit FEK,Datenaustausch,Tobi (JonDonSponky),V 1.8,2022-11-19 16:40:26,2017-12-12 23:30:05
19001281,UniFi™ Port-Control,Netzwerk,Michael Werski (wintermute),V 0.2,2022-11-14 02:09:59,2021-02-26 20:20:59
19002163,Wetterdaten einer Froggit WH3000SE,Wetter,Philipp (philipp900),V 0.3,2022-11-12 17:37:43,2021-01-12 13:47:09
19002248,Samsung SmartThings Gateway,Kommunikation,Nima Ghassemi (sipiyou),V 1.04,2022-11-11 22:21:13,2022-07-31 22:03:17
19000462,newsapi.org Datenermittlung,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2022-10-25 22:51:52,2016-11-21 00:00:00
19000465,newsapi.org Datenermittlung sources,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2022-10-25 22:48:18,2018-01-01 12:36:45
19000216,easee Wallbox mit Überschussladung (BETA),Kommunikation,Frank Endt (basaltnischl),V 0.1,2022-10-18 16:28:44,2022-10-18 16:28:35
19002371,spritpreisrechner.at,Webservice,Laertes Höllinger (laertes),V 0.1,2022-10-15 12:23:40,2022-10-14 10:44:55
19002370,WeatherLink Live mit Davis Vantage Pro2 / Vue,Wetter,Laertes Höllinger (laertes),V 0.2,2022-10-15 11:36:51,2020-12-31 14:05:24
19002330,Fully Kiosk Browser Remote Control,Weitere Bausteine,Otterstätter (Panzaeron),V 0.2,2022-10-08 15:33:06,2020-11-15 12:57:07
19002601,Kostal Smart Energy Meter ModbusTCP,Modbus,David (kingolli),V 0.1,2022-10-06 15:03:03,2022-10-06 15:02:42
19002090,JUDO i-soft Plus Wasserenthärtungsanlage,Datenaustausch,Andreas Schmidt (AndiVaio),V 0.2,2022-09-29 23:15:24,2020-01-14 17:47:26
19002621,SmartThings::SamsungOCFTV,Kommunikation,Nima Ghassemi (sipiyou),V 0.2,2022-09-13 22:19:07,2022-08-10 19:53:32
19002600,PV Prognose,Wetter,David (kingolli),V 0.3,2022-09-13 16:26:53,2022-04-01 12:49:37
19002620,Smartthings::SamsungOCFAirConditioner,Kommunikation,Nima Ghassemi (sipiyou),V 1.01,2022-09-10 15:00:12,2022-08-10 19:52:26
19001383,Verbrauch [Wh] bei beliebigen Leistungstelegrammen,Zähler,Marco Wörz (leppenraub),V 0.4,2022-08-20 08:43:50,2017-12-20 07:59:41
19002402,Verbrauch [Wh] - 12-fach,Zähler,Marco Wörz (leppenraub),V 0.1,2022-08-20 08:42:53,2022-08-20 08:42:53
19002246,VisuUser Überwachung mit Totzeit,Kommunikation,Nima Ghassemi (sipiyou),V 1.0,2022-08-01 00:25:17,2022-04-17 15:42:13
19001315,Nuki Smartlock Web API,Netzwerk,Christoph  Prinesdoma (ChrisP),V 0.1,2022-07-17 15:57:35,2022-07-17 15:57:06
19001093,ModBus Sunspec Scalefactor (SunspecSF),Math. Funktionen,Johannes Häfner (johannes2912),V 0.1,2022-05-22 20:24:51,2022-05-22 20:12:14
19001711,DMX USB/Art-Net LBS,DALI und Lichtsteuerung,Hendrik Später (ghemor),V 0.52,2022-05-04 12:27:14,2020-04-23 13:33:05
19001311,Nuki Smartlock Bridge API,Netzwerk,Christoph  Prinesdoma (ChrisP),V 0.4,2022-04-16 14:24:21,2019-03-24 16:33:59
19002430,Cloudflare Update DNS API,Netzwerk,Matthias Quernheim (maque),V 1.0,2022-04-12 21:27:13,2022-04-12 21:22:40
19002015,PV-Speicher Simulation,Weitere Bausteine,Michael Kolbe (Michael85),V 0.1,2022-04-07 23:15:15,2022-04-07 23:14:51
19000933,JSON-Abfrage,Webservice,Stefan Ladisch (MrIcemanLE),V 0.4,2022-04-01 08:00:13,2017-04-27 14:32:32
19001542,str_pad (Zeichenkette auffüllen),Textfunktionen,Roy Henning (royrobson),V 0.1,2022-03-02 20:46:18,2022-03-02 20:46:18
19002381,InfluxDB2.0 Batch Writer,Datenaustausch,Jens Meier (McJameson),V 0.3,2022-02-25 19:43:49,2021-01-22 19:37:49
19001460,Wert aus Bereich in Prozent umrechnen,Wandler,Yves Schumann (starwarsfan),V 1.0,2022-02-07 00:30:12,2022-02-07 00:14:03
19001047,BWT Wasserenthärter Perla auslesen,Datenaustausch,Christian Grosch (ChrisAllgaeu),V 0.2,2022-02-04 16:10:51,2022-02-04 16:10:51
19002553,Tesla Gen3 Wall Connector - Lifetime,Lastmanagement,Rainer Sträter (Rast),V 0.1,2022-01-28 19:21:32,2022-01-11 10:44:24
19002552,Tesla Gen 3 Wall Connector - WiFi Satus,Lastmanagement,Rainer Sträter (Rast),V 0.1,2022-01-28 19:21:25,2022-01-11 10:36:43
19002551,Tesla Gen3 Wall Connector - Version,Lastmanagement,Rainer Sträter (Rast),V 0.1,2022-01-28 19:21:17,2022-01-11 10:27:33
19002550,Tesla Gen 3 Wall Connector - Vitals,Lastmanagement,Rainer Sträter (Rast),V 0.1,2022-01-28 19:21:10,2022-01-10 11:24:08
19000959,Rückwärtssuche dasÖrtliche,HS-Webabfragen,Winfried Winkler (Winni),V 0.5,2022-01-27 07:04:58,2018-02-18 01:05:01
19001976,"Evangelium Tag für Tag,  Evangelizo Reader",Datenaustausch,Markus Musholt (Schmu),V 1.0,2022-01-13 12:04:16,2022-01-12 12:20:59
19000278,UDP Listener,Datenaustausch,Winfried Winkler (Winni),V 1.0,2022-01-07 22:59:48,2016-11-14 00:13:08
19001589,3xDec zu DPT232,Wandler,Carsten Milzarek (saegefisch),V 0.1,2022-01-03 12:17:43,2022-01-03 12:17:33
19001420,Oilfox Abfrage,HS-Webabfragen,Winfried Winkler (Winni),V 0.9,2021-12-20 18:54:39,2018-04-27 14:48:55
19000996,Setzt Ausgang abhängig vom Eingangswert,Math. Funktionen,Ralph Lautenschläger (Wingfighter),V 0.2,2021-12-03 08:13:12,2021-12-03 08:13:12
19000719,Russound MCA-C5/C3 / MCA-88 Steuerung,Home Entertainment,Matthias Quernheim (maque),V 1.7.1,2021-11-28 17:28:39,2016-12-22 22:36:21
19000997,FlipFlop mit Initialisierung und Logging,Gatter,Ralph Lautenschläger (Wingfighter),V 0.3,2021-11-28 12:26:16,2021-11-28 12:10:59
19000995,Berechnung einer Fahrstrecke per Google Direction API,xxAPI,Ralph Lautenschläger (Wingfighter),V 0.3,2021-11-28 12:26:10,2021-11-27 14:36:22
19000994,Umskalierung nach Gleichung y=mx+n,Math. Funktionen Kurven,Ralph Lautenschläger (Wingfighter),V 0.9,2021-11-28 12:25:56,2021-11-28 12:16:12
19000993,Berechnet Minuten und Sekunden seit Tagesbeginn,Zeit-Funktionen,Ralph Lautenschläger (Wingfighter),V 0.1,2021-11-28 12:25:50,2021-11-28 12:23:49
19000992,Oder-Gatter 6-fach,Gatter,Ralph Lautenschläger (Wingfighter),V 0.1,2021-11-28 12:25:43,2021-11-28 12:20:46
19001530,Viessmann-Heizung-Steuerung,Heizung-Lueftung-Klima,Stefan Ladisch (MrIcemanLE),V 1.3,2021-11-04 08:06:03,2018-04-03 23:50:19
19002510,Anzahl Änderungen in Zeitperiode,Zeit-Funktionen,Hardy Köpf (harry7922),V,2021-10-16 14:39:10,2021-10-15 14:18:51
19000940,LBS zur Ansteuerung eines DMX4ALL USB DMX Controllers,Weitere Bausteine,Manuel Helmbrecht (CrashnB),V 1.2,2021-10-14 19:16:12,2017-01-30 19:30:38
19001154,Hyterese Zähler remanent,Zähler,Thorsten Hörmann (Thorsten1970),V 0.2,2021-10-09 10:09:42,2021-10-08 14:32:06
19002242,DPT3 Software-Dimmer,Ohne,Nima Ghassemi (sipiyou),V 1.0,2021-10-05 22:50:47,2021-10-04 22:15:14
19002500,Nächste Notfallapotheke,xxAPI,Martin Chmielewski (MartinCh),V 0.1,2021-09-11 21:20:50,2021-09-11 21:17:34
19001500,Time Converter,Zeit-Funktionen,Schmidt Andre (eXec),V 1.0,2021-09-10 08:13:57,2018-06-25 08:30:26
19002471,suchen & ersetzen - 4 Variablen,Filter,Hardi (elkomaster91),V 1.0,2021-08-23 22:12:27,2021-08-23 22:12:27
19002470,suchen & ersetzen - 2 Variablen,Filter,Hardi (elkomaster91),V 1.0,2021-08-23 21:54:55,2021-08-23 21:46:11
19002091,VH400 Bodenfeuchtesensor,Wandler,Andreas Schmidt (AndiVaio),V 0.1,2021-08-08 02:10:01,2020-07-23 12:54:10
19002460,"SEL  /  ""Selektieren""",Gatter,19_grad (19grad),V 0.1,2021-08-05 11:27:05,2021-08-05 11:25:06
19001115,FRITZ!Box Info WAN-Connect,Netzwerk,Roy Henning (royrobson),V 0.2,2021-07-20 22:31:50,2017-11-27 17:18:16
19001587,JSON 25x encode,Wandler,Carsten Milzarek (saegefisch),V 0.1,2021-06-06 18:17:02,2021-06-06 18:16:49
19002450,Dieser Baustein berechnet den Füllstand einer Zisterne in Prozent,Wetter,Tino (Horst12),V 1.0,2021-06-02 14:04:46,2021-06-02 13:59:25
19002178,Ergänzung zu LBS19002172 RainMachine Wetterdaten,Weitere Bausteine,Otterstätter (Panzaeron),V 0.1.1,2021-05-16 10:27:38,2020-08-23 23:20:00
19002177,Ergänzung zu LBS19002172 RainMachine Diagnose,Weitere Bausteine,Otterstätter (Panzaeron),V 0.2,2021-05-16 09:54:57,2020-08-05 08:24:05
19002332,Withings Sleep,Datenaustausch,Otterstätter (Panzaeron),V 0.2,2021-05-15 09:42:54,2021-03-31 17:32:04
19001583,Download CSV (generisch) für Datenarchiv,Datenaustausch,Carsten Milzarek (saegefisch),V 0.5,2021-05-15 01:09:48,2020-03-01 04:33:58
19001585,PV-Energiewerte berechnen,Weitere Bausteine,Carsten Milzarek (saegefisch),V 0.1,2021-05-08 03:40:13,2021-05-08 03:34:50
19001581,SMA EM Multicast,Kommunikation,Carsten Milzarek (saegefisch),V 0.3,2021-05-08 02:35:50,2018-05-03 19:07:34
19002440,Einfache Solarpumpensteuerung,Heizung-Lueftung-Klima,Soritz Gerd (mediafreak),V 0.1,2021-05-04 16:04:17,2021-05-04 15:49:23
19002343,HP Laserjet SNMP Abfrage,Kommunikation,Winfried Winkler (Winni),V 0.1,2021-05-04 06:27:16,2021-05-03 10:02:32
19002344,Datenzeilen in Listen,Listeneingang + Listenausgang,Winfried Winkler (Winni),V 0.2,2021-05-03 10:01:08,2021-05-02 14:52:22
19002342,QNAP SNMP-Abfrage,Kommunikation,Winfried Winkler (Winni),V 0.1,2021-05-02 14:50:06,2021-05-02 14:50:06
19001445,Sonnenscheinermittlung Kurvenschwellwert,Weitere Bausteine,Hardy Köpf (harry7922),V 0.2,2021-05-02 12:51:54,2019-09-15 10:48:09
19000386,Restzeit-Timer  retriggerbar + abbrechbar + remanent,Zeit-Funktionen,Wolfgang Sinz (woda),V 1.0,2021-05-01 17:40:41,2021-05-01 17:40:41
19001620,Gardena Smart Sileno,Webservice,SirSydom (SirSydom),V 0.31,2021-05-01 10:33:42,2019-04-30 10:56:21
19002341,Shelly Motion Cloud Abfrage,Kommunikation,Winfried Winkler (Winni),V 0.1,2021-04-28 08:56:20,2021-04-28 08:34:43
19002167,Alexa Multimedia Device,Webservice,Philipp (philipp900),V 1.1,2021-04-25 18:53:14,2021-01-12 13:46:44
19000827,Scrollen und Zoomen in Diagrammen,Weitere Bausteine,Matthias Quernheim (maque),V 2.1,2021-04-20 18:54:03,2019-01-01 20:14:22
19001040,Verbrauchsdatenaufbereitung aus Datenarchiv,Zähler,Christian Grosch (ChrisAllgaeu),V 0.3,2021-04-17 22:31:53,2017-03-08 14:15:11
19001041,Backup/Restore Funktion fuer Edomi Datenarchiv,Datenaustausch,Christian Grosch (ChrisAllgaeu),V 0.3,2021-04-17 22:27:38,2017-05-20 19:05:20
19002022,Steuerung REOLINK Kameras,HS-Webabfragen,Winfried Winkler (Winni),V 0.5,2021-04-13 19:00:31,2019-12-08 17:22:59
19000316,Datum/Uhrzeit plus,Zeit-Funktionen,Winfried Winkler (Winni),V 0.3,2021-04-13 18:56:24,2016-04-19 00:00:00
19002331,Withings API-Receiver,Datenaustausch,Otterstätter (Panzaeron),V 0.1,2021-04-03 17:10:59,2021-03-31 17:31:29
19002420,MIN/MAX-Vergleicher für bis zu 20 Eingänge,Vergleicher,Bülow Björn (Escride),V 1.0,2021-04-01 12:16:12,2021-04-01 12:16:12
19000715,Threema Gateway,Kommunikation,Matthias Quernheim (maque),V 0.1,2021-03-21 12:02:47,2016-12-12 00:00:00
19000711,EKEY UDP Listener and Converter,Datenaustausch,Matthias Quernheim (maque),V 1.3.2,2021-03-21 12:02:13,2016-12-10 15:11:56
19000710,EKEY UDP Converter,Datenaustausch,Matthias Quernheim (maque),V 1.3.1,2021-03-21 12:01:35,2016-12-10 15:11:26
19002023,Signalunterbrechung,Weitere Bausteine,Winfried Winkler (Winni),V 0.1,2021-03-20 20:45:12,2019-12-22 20:04:06
19002028,Tabellenaufbau,Weitere Bausteine,Winfried Winkler (Winni),V 0.1,2021-03-20 20:42:41,2021-03-20 20:42:41
19002027,Wertauswahl aus mehreren Arrays,Weitere Bausteine,Winfried Winkler (Winni),V 0.1,2021-03-20 20:41:45,2021-03-20 20:41:45
19001726,Show-PA,Kommunikation,Joe (givemeone),V 1,2021-03-17 13:08:29,2021-03-17 13:08:22
19001725,Tor-PA,Filter,Joe (givemeone),V 1,2021-03-17 13:02:33,2021-03-17 13:02:25
19000469,Tankerkönig Daten für Listelement,HS-Webabfragen,Winfried Winkler (Winni),V 0.3,2021-03-10 10:48:55,2018-01-01 12:28:30
19000466,newsapi.org source Daten für Listelement,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2021-03-10 10:47:38,2020-06-18 21:51:14
19000463,newsapi.org Ausgabe der News im Listelement,HS-Webabfragen,Winfried Winkler (Winni),V 0.2,2021-03-10 10:46:46,2016-11-21 00:00:00
19000460,Listelementausgabe für Unwetter LBS,Listeneingang + Listenausgang,Winfried Winkler (Winni),V 0.3,2021-03-10 10:30:29,2016-11-21 00:00:00
19000454,FritzBox Anrufliste für Listelement,Kommunikation,Winfried Winkler (Winni),V 0.5,2021-03-10 10:29:42,2016-11-07 12:28:54
19000512,Datenaufbereitung Listelement aus bestehenden Daten,Wandler,Winfried Winkler (Winni),V 1.1,2021-03-10 09:52:37,2016-12-28 21:40:55
19002051,Akuvox Türsprechstelle,Türkommunikationusatzbausteine,Kulig Peter (pkuli6kg),V 0.4,2021-03-09 14:24:03,2021-03-03 13:45:47
19001718,Time lock,Filter,Hendrik Später (ghemor),V 0.1,2021-02-15 18:22:51,2021-02-15 18:22:51
19001717,Light State Switch,Regler,Hendrik Später (ghemor),V 0.5,2021-02-15 18:21:34,2021-02-15 18:21:34
19001716,Time between,Zeit-Funktionen,Hendrik Später (ghemor),V 0.1,2021-02-15 18:20:42,2021-02-15 18:20:42
19001715,Automatische Sperre,Filter,Hendrik Später (ghemor),V 0.1,2021-02-15 18:19:37,2021-02-15 18:19:30
19001714,Heat/Cool Switch,Weitere Bausteine,Hendrik Später (ghemor),V 0.21,2021-02-15 18:17:23,2020-05-12 19:26:17
19001710,KeyListReader,Weitere Bausteine,Hendrik Später (ghemor),V 0.52,2021-02-15 18:17:20,2018-11-05 18:14:31
19001712,DMX USB/Art-Net Moving Colors Parameter,Weitere Bausteine,Hendrik Später (ghemor),V 0.8,2021-02-15 18:16:16,2020-05-12 19:23:04
19001713,DMX USB/Art-Net Dimm Parameter,Weitere Bausteine,Hendrik Später (ghemor),V 0.31,2021-02-15 18:14:57,2020-04-23 13:36:36
19001607,MQTT Topic Parser 10-fach,Datenaustausch,Staud Marco (mars),V 0.2,2021-02-15 17:18:48,2019-05-06 14:51:37
19002042,Encoding Konvertierung,Textfunktionen,Sven Anders (SvenA),V 1.0,2021-02-15 12:36:31,2021-02-15 12:36:12
19002045,Eingabe =/≠[leer]?,Vergleicher,Sven Anders (SvenA),V 1.0,2021-02-15 12:32:30,2021-02-15 12:29:24
19002044,UTF-8 to DTP16.2 (ISO-8859-1) Konvertierung,Textfunktionen,Sven Anders (SvenA),V 1.0,2021-02-15 12:32:24,2021-02-15 12:32:13
19002200,CUPS Printer Queue Status,Weitere Bausteine,Wierer Marco (Salmonella),V 0.99,2021-02-13 11:34:42,2020-05-21 23:18:30
19001312,Dahua Events,Netzwerk,Christoph  Prinesdoma (ChrisP),V 0.3,2021-02-13 07:44:57,2019-09-08 20:00:09
19001770,BMW Beta,Webservice,Michael Werski (wintermute),V 0.0.2,2021-02-06 16:43:46,2021-02-05 14:12:29
19002164,Curl with digest auth,Kommunikation,Philipp (philipp900),V 0.1,2021-02-05 15:07:22,2021-01-12 13:47:03
19002360,Kostal Plenticore ModbusTCP,Kommunikation,Hansel Stefan (bluegaspode),V 0.6,2021-01-23 19:16:50,2020-12-30 10:25:29
19002161,Virtual HUE Device for Alexa,Webservice,Philipp (philipp900),V 0.4,2021-01-17 18:10:45,2021-01-12 13:47:21
19002160,Virtual HUE Bridge for Alexa,Webservice,Philipp (philipp900),V 0.3,2021-01-15 16:25:25,2021-01-12 13:47:29
19000101,Hostcheck,Netzwerk,Michael Werski (wintermute),V 0.9,2021-01-14 09:46:20,2016-04-08 00:00:00
19000825,Wake On LAN (WOL) Packet senden.,Netzwerk,Matthias Quernheim (maque),V 0.1,2021-01-07 13:54:07,2019-01-01 20:14:12
19001447,SNMP set,Netzwerk,Hardy Köpf (harry7922),V 0.1,2020-12-17 09:50:11,2020-12-17 09:49:53
19001636,Weather Underground Aktuell,Wetter,Michael Werski (wintermute),V 0.1,2020-12-15 18:15:27,2020-12-14 19:32:40
19001637,Weather Underground 5 Tage Vorhersage,Wetter,Michael Werski (wintermute),V 0.1,2020-12-15 18:15:20,2020-12-15 18:09:54
19002029,DVR-Ausgabe,Video,Winfried Winkler (Winni),V 0.2,2020-12-15 08:05:55,2020-12-06 13:55:33
19001973,MDT Diagnosetext JAL-0X10X.02 in Deutsch,Wandler,Markus Musholt (Schmu),V 1.0,2020-12-14 08:33:09,2020-12-14 08:33:09
19000525,Kratzprognose,Wetter,Michael Werski (wintermute),V 0.2,2020-12-06 00:00:43,2017-04-05 18:37:18
19001972,Prüft ob eine URL verfügbar ist.  Bilder ersetzen,Vergleicher,Markus Musholt (Schmu),V 1.2,2020-11-19 12:31:42,2020-05-01 16:13:22
19000096,E3DC Modbus TCP,Modbus,Armin Bock (Wagoklemme),V 0.1,2020-11-02 10:39:28,2018-04-25 18:30:45
19001686,Anzahl Eingänge,Zähler,Prenner Christian (trax),V 1.1,2020-10-28 20:52:54,2020-08-29 17:34:35
19001045,Datenkommunikation mit PV Wechselrichter/Speicher von SENEC,Datenaustausch,Christian Grosch (ChrisAllgaeu),V 0.5,2020-10-23 16:41:12,2020-10-23 16:38:04
19001265,KOSTAL PIKO Wechselrichter,Kommunikation,Bewersdorff Mike (Glotzkowski),V 0.1,2020-10-06 19:49:11,2020-10-06 19:42:06
19000973,Json Decoder 20fach,Datenaustausch,Hartwig Mattes (hartwigm),V 0.2,2020-09-14 15:35:04,2017-02-27 17:40:40
19001562,Configurable Percent-Byte Converter,Math. Funktionen,Markus Richter (MKHR),V 1.0.0,2020-09-06 01:26:52,2020-09-05 12:34:10
19001563,Percent to Byte Converter,Math. Funktionen,Markus Richter (MKHR),V 1.0.0,2020-09-06 01:24:25,2020-09-05 12:34:21
19001564,Byte to Percent Converter,Math. Funktionen,Markus Richter (MKHR),V 1.0.0,2020-09-06 01:22:57,2020-09-05 12:34:33
19001565,Only-Off Filter,Filter,Markus Richter (MKHR),V 1.0.0,2020-09-05 14:31:01,2020-09-05 12:33:36
19001988,Auslesen eines go-E Laders,Kommunikation,Jürgen Wild (Jue),V 0.12,2020-09-04 14:42:58,2019-10-08 19:18:18
19002290,Edomi sendet Whatsapp,Datenaustausch,Hartwig Mattes (hartwigm),V 1.0,2020-08-31 13:25:59,2020-08-31 12:21:02
19000952,UniFi™ ClientInformation,Netzwerk,Winfried Winkler (Winni),V 0.5,2020-08-31 10:31:37,2017-10-25 00:48:32
19001680,DAIKIN-Control,Heizung-Lueftung-Klima,Prenner Christian (trax),V 1.4,2020-08-29 17:32:06,2018-08-25 21:33:09
19002175,Ergänzung zu LBS19002172 RainMachine Zone,Weitere Bausteine,Otterstätter (Panzaeron),V 0.1,2020-08-25 18:56:38,2020-08-04 00:37:46
19002176,Ergänzung zu LBS19002172 RainMachine Restrictions,Weitere Bausteine,Otterstätter (Panzaeron),V 0.1,2020-08-25 18:56:33,2020-08-04 23:19:38
19000939,DWD Vorhersage Tageswerte - Einzelabfrage,Wetter,Stefan Ladisch (MrIcemanLE),V 0.6,2020-08-19 21:25:43,2019-05-14 10:45:30
19000937,DWD Vorhersage Tageswerte,Wetter,Stefan Ladisch (MrIcemanLE),V 0.5,2020-08-19 21:24:11,2019-04-09 13:39:51
19001280,UniFi™ AP-Control,Netzwerk,Michael Werski (wintermute),V 0.8,2020-08-06 19:23:08,2017-09-14 11:03:07
19000523,UniFi™ Anwesenheitserkennung,Netzwerk,Michael Werski (wintermute),V 0.5,2020-08-06 19:21:46,2017-03-17 01:17:50
19002052,"Mülltermine, optmiert für Visu und Telegram",Weitere Bausteine,Kulig Peter (pkuli6kg),V 0.5,2020-08-06 12:07:44,2019-12-11 09:03:30
19001723,Sensor-Redundanz (Watchdog) .  Schaltet bei Ausfall auf einen Ersatzsensor um.,Vergleicher,Joe (givemeone),V 2.0,2020-06-27 23:54:12,2020-01-14 15:24:53
19002026,Rückgabewerte VSE1014 HighCharts verarbeiten,Weitere Bausteine,Winfried Winkler (Winni),V 0.1,2020-06-22 11:34:25,2020-06-22 11:34:25
19000467,Klickevents enhanced Listelement auswerten,Listeneingang + Listenausgang,Winfried Winkler (Winni),V 0.5,2020-06-18 21:49:43,2018-01-01 12:41:11
19000151,Sonnenstand,Astro,Michael Werski (wintermute),V 1.2,2020-05-20 11:15:40,2016-11-04 23:55:52
19000552,OpenSprinkler Options,Kommunikation,Michael Werski (wintermute),V 0.1,2020-05-07 13:49:34,2017-05-20 01:16:28
19000553,OpenSprinkler Station,Kommunikation,Michael Werski (wintermute),V 0.1,2020-05-07 13:44:02,2017-05-20 01:14:09
19000551,OpenSprinkler Controller,Kommunikation,Michael Werski (wintermute),V 0.1,2020-05-07 13:42:57,2017-05-18 21:00:04
19001874,Wetterdaten einer Froggit WH4000SE / ELV 980WS,Wetter,Tobi M. (blaky),V 1.1,2020-04-23 22:12:38,2020-01-25 15:11:57
19000871,PHP | ARRAY <> JSON,Weitere Bausteine,Dariusz Salzer (coliflower),V 0.1.00,2020-04-22 07:43:56,2020-04-22 07:43:56
19000953,Bayerninfo Verkehrskameras,Webservice,Winfried Winkler (Winni),V 0.2,2020-04-21 21:49:29,2018-12-12 16:09:51
19002025,Laufschrift,Textfunktionen,Winfried Winkler (Winni),V 0.2,2020-04-07 09:45:39,2020-04-06 00:26:00
19000070,Home-Connect-SSE,Kommunikation,Dariusz Salzer (coliflower),V 0.3.05,2020-04-06 23:02:09,2016-12-26 12:38:45
19001082,Min/Max/Durchschnitt bis Reset,Math. Funktionen,Martin Ziegler (Brick),V 0.1,2020-04-06 13:13:42,2020-04-06 13:09:20
19000365,Einfache Umrechnung 0-100 zu 0-255,Math. Funktionen,Michael Werski (wintermute),V 0.1,2020-04-03 19:21:04,2020-04-03 19:20:54
19000202,Squeeze Command,Audio,Michael Werski (wintermute),V 0.6,2020-04-03 19:17:10,2016-04-01 00:00:00
19000201,Squeeze Client,Audio,Michael Werski (wintermute),V 0.6,2020-04-03 19:14:49,2016-04-01 00:00:00
19000524,Thinking Cleaner,Ohne,Michael Werski (wintermute),V 0.3,2020-03-29 18:02:44,2017-04-01 14:51:50
19001013,Telenot comlock 410 Ausgänge schalten,Datenaustausch,Benjamin Bretz (benji),V  1.0,2020-03-28 15:11:31,2017-02-08 21:07:28
19001852,zeitlicher sequentieller Durchschalter,Zeit-Funktionen,Maximilian Haase (MaxH),V 1.1,2020-03-21 17:58:29,2020-03-21 17:58:16
19001851,Bewässerungsdauer,Weitere Bausteine,Maximilian Haase (MaxH),V 1.0,2020-03-21 17:58:23,2020-03-21 17:57:09
19000142,Moving Colors,DALI und Lichtsteuerung,Yves Schumann (starwarsfan),V 1.6,2020-03-18 19:28:59,2016-07-13 09:25:54
19002140,MQTT Publish,Kommunikation,Michael Werski (wintermute),V 0.1,2020-03-17 17:59:41,2020-03-17 17:38:07
19001701,Vorschalt Baustein für LBS 19000145,Astro,Peter Stoll (kermit42),V 1.0,2020-03-15 21:10:11,2020-03-15 21:10:04
19001700,Sucht Eingangswert in bis zu 6 Intervallen,Vergleicher,Peter Stoll (kermit42),V 0.5,2020-03-15 17:17:45,2020-03-15 17:17:45
19001971,SELECT - Abfrage an eine mysql Datenbank auf einem Server Änderung LBS 19000775,Datenaustausch,Markus Musholt (Schmu),V 0.1,2020-03-14 19:45:50,2020-03-14 19:44:15
19002130,SELECT - Abfrage an eine MS SQL Datenbank auf einem Server,Datenaustausch,Ady (gaxy),V 0.1,2020-03-12 08:43:03,2020-03-12 08:42:53
19001644,Esera 1-Wire Gateway,1 Wire,Thomas Willi (twi127),V 0.1,2020-03-06 17:29:32,2020-03-06 17:29:18
19000361,Wert runden,Math. Funktionen,Michael Werski (wintermute),V 0.5,2020-03-03 15:40:36,2016-07-13 10:16:15
19001005,Telenot Complex 400 - Eingänge Master/Comslave,Datenaustausch,Benjamin Bretz (benji),V 1.11,2020-02-26 15:15:35,2017-02-10 15:28:01
19001582,Durchschnitt letzte X Werte (remanent),Math. Funktionen,Carsten Milzarek (saegefisch),V 0.2,2020-02-24 11:30:44,2020-02-23 23:35:23
19001843,Ermittelt Titel und Künstler zum aktuell gespielten Titel einer Radiostation,Audio,Otterstätter (Panzaeron),V 0.5,2020-02-23 19:40:47,2019-09-29 11:09:13
19002011,4bit Werte-Änderung,Math. Funktionen,Michael Kolbe (Michael85),V 0.1,2020-02-23 14:05:12,2020-02-22 23:36:03
19001345,Easy SONOS,Audio,Tobi (JonDonSponky),V 1.4,2020-02-11 21:25:00,2018-01-28 16:32:55
19000163,Stiebel Eltron ISG Modbus Steuerung LWZ,Datenaustausch,Benjamin Bretz (benji),V 0.1,2020-02-11 09:17:08,2020-02-11 09:15:11
